name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,heakth_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance
Caterpillar,Industrial Manufacturing,34 office locations,10000+ Employees,5K,6.8K,680,1.0k,1.3k,https://www.caterpillar.com/,Company - Public (CAT),$10+ billion (USD),"Deerfield, IL",1925,71%,8%,21%,3,4,3.9,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,1,1,1,0,1,0,0,0,0,6,1,1,0,0,0,1,0,1,1,1,4,1,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
Rockwell Automation,Industrial Manufacturing,25 office locations,10000+ Employees,1.9K,2.4K,705,403,590,https://www.rockwellautomation.com/,Company - Public (ROK),$5 to $10 billion (USD),"Milwaukee, WI",1903,71%,12%,17%,2.8,3.7,4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,4,0,1,1,0,1,0,0,0,1,5,1,1,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,6,1,0,1,0,0,0,1,0,1,1,1,4,1,1,1,0,1
GoDaddy,Internet,17 office locations,5001 to 10000 Employees,1.8K,2.4K,144,424,607,https://www.godaddy.com/,Company - Public (GDDY),$2 to $5 billion (USD),"Scottsdale, AZ",1997,55%,26%,19%,2.6,4.4,4,7,1,1,1,1,0,1,1,1,0,0,0,0,0,4,0,1,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,5,1,1,1,1,0,1,4,1,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1
Liberty Mutual Insurance,Insurance Carriers,25 office locations,10000+ Employees,5.8K,11.1K,1.4K,2.1k,1.7k,https://www.libertymutualgroup.com/,Company - Private,$10+ billion (USD),"Boston, MA",1912,62%,18%,20%,2.9,4,3.8,12,1,1,1,1,1,1,1,1,1,0,1,1,1,7,1,1,1,0,1,0,1,1,1,9,1,1,1,1,1,1,1,1,1,0,5,1,1,1,1,0,1,5,1,0,1,0,0,0,1,0,1,1,0,5,1,1,1,1,1
Cellular Sales,"Cable, Internet & Telephone Providers",25 office locations,5001 to 10000 Employees,1.9K,1.6K,745,309,346,https://www.cellularsales.com/,Company - Private,$1 to $2 billion (USD),"Knoxville, TN",1993,69%,16%,15%,2.6,3,3.9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
DuPont,Miscellaneous Manufacturing,26 office locations,10000+ Employees,2.6K,2.9K,269,499,879,https://www.dupont.com/,Company - Public (DD),$10+ billion (USD),"Wilmington, DE",1802,70%,12%,19%,2.9,3.9,3.9,10,1,1,1,1,1,1,1,1,0,0,0,1,1,4,1,1,1,0,1,0,0,0,0,5,1,1,0,0,0,0,1,1,1,0,4,1,1,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1
Gilead Sciences,Biotech & Pharmaceuticals,16 office locations,10000+ Employees,1.2K,5.5K,567,317,505,https://www.gilead.com/,Company - Public (GILD),$10+ billion (USD),"Foster City, CA",1987,59%,19%,22%,3,4.1,3.9,9,1,1,1,1,1,1,0,1,0,0,1,0,1,5,0,1,1,1,1,1,0,0,0,5,1,1,0,1,1,1,0,0,0,0,4,1,1,1,0,0,1,6,1,1,1,1,1,0,0,0,1,0,0,3,0,1,1,0,1
Jamba,Fast-Food & Quick-Service Restaurants,,1001 to 5000 Employees,1.6K,1.7K,838,426,292,https://www.jamba.com/,Company - Public (JMBA),$100 to $500 million (USD),"Frisco, TX",null,72%,8%,20%,2,2.8,3.8,4,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,4,1,1,1,1,0,0,5,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
CACI International,Aerospace & Defense,32 office locations,10000+ Employees,1.9K,2.7K,2.7K,327,566,https://www.caci.com/,Company - Public (CACI),$2 to $5 billion (USD),"Arlington, VA",1962,68%,14%,18%,2.5,3.6,3.9,10,1,1,1,1,1,1,1,1,0,0,1,0,1,6,0,1,1,1,1,0,1,1,0,6,1,0,0,1,0,0,1,1,1,1,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,4,1,1,1,0,1
Takeda Pharmaceuticals,Biotech & Pharmaceuticals,25 office locations,10000+ Employees,2.2K,2.3K,1.5K,389,740,https://www.takedajobs.com/,Company - Public (4502),$10+ billion (USD),"Tokyo, Japan",1781,67%,17%,16%,3,4.3,3.9,10,1,1,1,1,1,1,1,1,1,0,0,0,1,6,0,1,1,1,1,1,0,0,1,6,1,1,1,0,1,0,0,1,1,0,5,1,1,1,1,0,1,6,1,0,1,1,0,0,1,0,1,0,1,3,0,1,1,0,1
US Forest Service,Federal Agencies,6 office locations,10000+ Employees,603,2.6K,6.5K,69,84,https://www.fs.fed.us/,Government,Unknown / Non-Applicable,"Washington, DC",1905,72%,6%,22%,2.4,3.9,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0
USAA,Insurance Carriers,9 office locations,10000+ Employees,3.8K,5.7K,219,1.2k,1.4k,https://www.usaajobs.com/,Company - Private,$10+ billion (USD),"San Antonio, TX",1922,66%,17%,17%,2.8,4.5,3.8,13,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,0,1,0,0,1,1,8,1,1,0,1,1,1,0,1,1,1,5,1,1,1,1,0,1,6,1,0,1,1,0,0,1,0,1,0,1,4,1,1,1,0,1
BDO USA,Accounting,65 office locations,5001 to 10000 Employees,1.3K,3.6K,1.8K,453,307,https://www.bdo.com/,Company - Private,$1 to $2 billion (USD),"Chicago, IL",1910,71%,10%,19%,2.6,3.7,3.9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,4,0,1,1,0,1,0,0,1,0,5,1,1,0,0,1,0,1,0,1,0,4,1,1,1,0,0,1,4,0,1,1,0,0,0,0,0,1,0,1,4,1,1,1,0,1
TEKsystems,Staffing & Outsourcing,38 office locations,1001 to 5000 Employees,5.9K,6K,1.1K,1.5k,1.2k,https://www.teksystems.com/,Subsidiary or Business Segment,$2 to $5 billion (USD),"Hanover, MD",1983,57%,23%,20%,2.8,2.7,3.8,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,0,1,1,0,1,1,0,0,0,7,1,1,0,1,0,1,1,1,1,0,4,1,1,1,0,0,1,4,1,0,1,1,0,0,0,0,1,0,0,3,1,1,1,0,0
CA Technologies,Computer Hardware & Software,5 office locations,10000+ Employees,3.4K,3.6K,6,515,1.7k,https://www.broadcom.com/,Unknown,Unknown / Non-Applicable,"San Jose, CA",null,67%,17%,16%,2.9,4.1,3.8,11,1,1,1,1,1,1,1,1,1,0,1,0,1,7,0,1,0,1,1,1,1,1,1,9,1,1,0,1,1,1,1,1,1,1,5,1,1,1,1,0,1,5,1,0,1,0,0,0,1,0,1,0,1,4,1,1,1,0,1
Conagra Brands,Food & Beverage Manufacturing,25 office locations,10000+ Employees,1.3K,2.4K,384,247,429,https://www.conagrabrands.com/,Company - Public (CAG),$10+ billion (USD),"Chicago, IL",1919,60%,20%,20%,2.8,3.6,3.8,10,1,1,1,1,1,1,1,1,0,0,1,0,1,6,1,1,1,1,0,1,0,0,1,6,1,1,0,0,1,0,1,1,1,0,4,1,1,1,0,0,1,4,1,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1
Teradata,Computer Hardware & Software,43 office locations,10000+ Employees,2.2K,1.8K,292,440,730,https://www.teradata.com/,Company - Public (TDC),$2 to $5 billion (USD),"San Diego, CA",1979,64%,23%,13%,2.9,3.7,3.8,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,0,1,0,1,1,0,1,0,1,7,1,1,0,0,1,0,1,1,1,1,5,1,1,1,1,0,1,6,0,1,1,1,0,0,1,0,1,0,1,3,1,1,1,0,0
UTC Aerospace Systems,Aerospace & Defense,26 office locations,10000+ Employees,1.4K,2.4K,--,343,519,https://www.utcaerospacesystems.com/,Subsidiary or Business Segment,$10+ billion (USD),"Charlotte, NC",1870,67%,15%,18%,2.7,3.4,3.9,12,1,1,1,1,1,1,1,1,1,1,1,0,1,4,0,1,1,0,0,0,0,1,1,7,1,1,0,0,1,0,1,1,1,1,4,1,1,1,0,0,1,5,1,0,1,1,0,0,1,0,1,0,0,4,1,1,1,0,1
Deutsche Bank,Banks & Credit Unions,25 office locations,10000+ Employees,7.5K,5.8K,1.4K,2.1k,2.0k,https://www.db.com/,Company - Public (DB),$10+ billion (USD),"Frankfurt am Main, Germany",1870,62%,14%,24%,3,4,3.8,11,1,1,1,1,1,1,1,1,1,0,1,0,1,7,0,1,1,1,1,1,0,1,1,6,1,1,0,0,1,0,0,1,1,1,5,1,1,1,1,0,1,5,1,0,1,0,1,0,1,0,1,0,0,4,1,1,1,0,1
Maurices,"Department, Clothing, & Shoe Stores",,5001 to 10000 Employees,1.2K,1.5K,1.9K,340,246,https://www.maurices.com/,Subsidiary or Business Segment,$1 to $2 billion (USD),"Duluth, MN",1931,70%,15%,15%,2.4,3.8,3.8,4,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,1
Tesla,Transportation Equipment Manufacturing,16 office locations,10000+ Employees,4.4K,8K,3.8K,1.7k,1.3k,https://www.tesla.com/,Company - Public (TSLA),$2 to $5 billion (USD),"Palo Alto, CA",2003,57%,24%,19%,2.9,3.9,3.9,11,1,1,1,1,1,1,1,1,1,0,0,1,1,7,1,1,1,1,1,1,1,0,0,7,1,0,0,1,0,1,1,1,1,1,4,1,1,1,0,0,1,7,1,1,1,1,1,0,1,0,1,0,0,3,0,1,1,1,0
Weill Cornell Medical College,Colleges & Universities,2 office locations,10000+ Employees,807,2.2K,172,191,324,https://weill.cornell.edu/,College / University,Unknown / Non-Applicable,"New York, NY",1898,63%,16%,21%,2.8,4.1,3.9,6,1,1,0,1,0,1,0,0,0,1,1,0,0,4,1,1,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,4,1,1,1,0,1
FedEx,Express Delivery Services,36 office locations,10000+ Employees,6.4K,7.4K,485,1.1k,1.7k,https://www.fedex.com/,Company - Public (FDX),$10+ billion (USD),"Memphis, TN",1973,70%,12%,17%,2.5,3.9,3.8,12,1,1,1,1,1,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,0,0,0,5,1,1,0,0,0,0,0,1,1,1,4,1,1,1,0,0,1,6,1,0,1,1,0,0,1,0,1,0,1,4,1,1,1,0,1
Tesla,Transportation Equipment Manufacturing,16 office locations,10000+ Employees,4.4K,8K,3.8K,1.7k,1.3k,https://www.tesla.com/,Company - Public (TSLA),$2 to $5 billion (USD),"Palo Alto, CA",2003,57%,24%,19%,2.9,3.9,3.9,11,1,1,1,1,1,1,1,1,1,0,0,1,1,7,1,1,1,1,1,1,1,0,0,7,1,0,0,1,0,1,1,1,1,1,4,1,1,1,0,0,1,7,1,1,1,1,1,0,1,0,1,0,0,3,0,1,1,1,0
Prudential,Investment Banking & Asset Management,28 office locations,10000+ Employees,3.5K,5K,283,1.2k,837,https://jobs.prudential.com/,Company - Public (PRU),$10+ billion (USD),"Newark, NJ",1875,60%,16%,25%,2.8,4.2,3.9,12,1,1,1,1,1,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1,0,0,1,8,1,1,0,1,1,0,1,1,1,1,5,1,1,1,1,0,1,7,1,0,1,1,1,0,1,0,1,0,1,4,1,1,1,0,1
Paychex,Enterprise Software & Network Solutions,41 office locations,10000+ Employees,3K,4.4K,363,724,935,https://www.paychex.com/,Company - Public (PAYX),$2 to $5 billion (USD),"Rochester, NY",1971,54%,27%,19%,3,4.2,3.8,9,1,1,1,1,0,1,1,1,0,0,1,0,1,6,0,1,1,1,1,1,0,1,0,7,1,1,0,1,1,0,0,1,1,1,5,1,1,1,1,0,1,5,1,0,1,0,0,0,1,0,1,0,1,3,0,1,1,0,1
Maurices,"Department, Clothing, & Shoe Stores",,5001 to 10000 Employees,1.2K,1.5K,1.9K,340,246,https://www.maurices.com/,Subsidiary or Business Segment,$1 to $2 billion (USD),"Duluth, MN",1931,70%,15%,15%,2.4,3.8,3.8,4,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,1
Weill Cornell Medical College,Colleges & Universities,2 office locations,10000+ Employees,807,2.2K,172,191,324,https://weill.cornell.edu/,College / University,Unknown / Non-Applicable,"New York, NY",1898,63%,16%,21%,2.8,4.1,3.9,6,1,1,0,1,0,1,0,0,0,1,1,0,0,4,1,1,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,4,1,1,1,0,1
Kellogg Company,Food & Beverage Manufacturing,25 office locations,10000+ Employees,2.3K,3K,296,437,576,https://www.kelloggcareers.com/,Company - Public (K),$10+ billion (USD),"Battle Creek, MI",1906,60%,19%,21%,2.9,3.8,3.9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,1,1,0,3,1,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
Geek Squad,IT Services,,10000+ Employees,1.7K,2.6K,1,253,412,https://www.geeksquad.com/,Subsidiary or Business Segment,$100 to $500 million (USD),"Minneapolis, MN",2002,70%,11%,19%,2.3,3.4,3.8,10,1,1,1,1,1,1,0,1,1,0,1,0,1,6,0,1,1,1,1,1,0,0,1,8,1,1,1,0,1,1,0,1,1,1,5,1,1,1,0,1,1,4,1,0,1,0,0,0,1,0,1,0,0,4,1,1,1,0,1
Flex,Electrical & Electronic Manufacturing,25 office locations,10000+ Employees,3.5K,1.9K,1K,501,1.1k,https://www.flex.com/,Company - Public (FLEX),$10+ billion (USD),"Singapore, Singapore",1969,67%,15%,19%,2.7,3.3,3.8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Motorola Solutions,Telecommunications Services,28 office locations,10000+ Employees,2.6K,3.1K,1.7K,470,877,https://www.motorolasolutions.com/,Company - Public (MSI),$5 to $10 billion (USD),"Chicago, IL",1928,63%,18%,19%,2.8,3.7,3.9,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,0,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,1,1,0,3,1,0,1,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,3,1,1,1,0,0
Pratt & Whitney,Aerospace & Defense,26 office locations,10000+ Employees,1.4K,2K,412,319,356,https://www.prattwhitney.com/,Subsidiary or Business Segment,$10+ billion (USD),"East Hartford, CT",1925,72%,9%,19%,2.6,3.6,3.9,11,1,1,1,1,1,1,1,1,1,0,1,0,1,6,1,1,1,1,0,0,0,1,1,6,1,0,0,0,1,0,1,1,1,1,4,1,1,1,0,0,1,4,1,0,1,0,0,0,1,0,1,0,0,4,1,1,1,0,1
Cushman & Wakefield,Real Estate,25 office locations,10000+ Employees,2.3K,1.8K,814,398,528,https://www.cushmanwakefield.com/,Company - Public (CWK),Unknown / Non-Applicable,"Chicago, IL",1917,61%,19%,20%,2.6,3.7,3.8,8,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1
Parsons Corporation,IT Services,33 office locations,10000+ Employees,1.1K,2.7K,1.1K,202,365,https://www.parsons.com/,Company - Public (PSN),$2 to $5 billion (USD),"Centreville, VA",1944,70%,10%,20%,2.6,3.7,3.8,5,1,1,0,1,1,1,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1
Life Time,"Health, Beauty, & Fitness",26 office locations,10000+ Employees,3.8K,4.2K,2.4K,731,761,https://www.lifetime.life/,Company - Private,$1 to $2 billion (USD),"Chanhassen, MN",1992,62%,19%,20%,2.5,3.1,3.8,9,1,1,1,1,1,1,0,1,0,0,0,1,1,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,4,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
Sephora,Beauty & Personal Accessories Stores,,10000+ Employees,5.1K,5.8K,1.1K,1.3k,1.3k,https://jobs.sephora.com/,Company - Private,$2 to $5 billion (USD),"San Francisco, CA",1969,67%,15%,18%,2.6,3.6,3.8,11,1,1,1,1,1,1,1,1,1,0,0,1,1,8,1,1,1,0,1,1,1,1,1,9,1,0,1,1,1,1,1,1,1,1,4,1,1,1,0,0,1,8,1,1,1,1,1,1,1,0,1,0,0,5,1,1,1,1,1
BASF,Chemical Manufacturing,25 office locations,10000+ Employees,3.6K,2K,107,871,1.1k,https://www.basf.com/,Company - Public,$10+ billion (USD),"Florham Park, NJ",1865,69%,12%,18%,3,4.4,3.9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,5,1,1,0,0,1,0,1,0,1,0,4,1,1,1,0,0,1,4,1,0,1,1,0,0,0,0,1,0,0,4,1,1,1,0,1
Capgemini,Enterprise Software & Network Solutions,52 office locations,10000+ Employees,33.2K,16.3K,3.9K,8.3k,6.1k,https://www.capgemini.com/,Company - Public,$10+ billion (USD),"Paris, France",1967,74%,14%,13%,2.9,3.6,3.8,10,1,1,1,1,1,1,1,1,0,0,1,0,1,8,1,1,1,1,1,1,1,1,0,5,1,1,0,1,0,0,0,0,1,1,4,1,1,1,0,0,1,7,1,1,1,0,0,0,1,0,1,1,1,3,1,1,1,0,0
Kiewit Corporation,Construction,28 office locations,10000+ Employees,1.9K,2.9K,424,550,488,https://www.kiewit.com/,Company - Private,$10+ billion (USD),"Omaha, NE",1884,64%,15%,20%,2.7,4.2,3.9,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,0,1,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,1,1,1,4,1,1,1,0,0,1,6,1,1,1,0,0,0,1,0,1,1,0,3,0,1,1,0,1
"The TJX Companies, Inc.","Department, Clothing, & Shoe Stores",6 office locations,10000+ Employees,2.8K,3.5K,5.6K,764,590,https://www.jobs.tjx.com/,Company - Public (TJX),$10+ billion (USD),"Framingham, MA",1976,63%,14%,23%,2.7,3.5,3.8,9,1,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Topgolf,Sports & Recreation,46 office locations,10000+ Employees,1.7K,1.8K,388,370,213,https://www.topgolf.com/,Company - Private,Unknown / Non-Applicable,"Dallas, TX",2000,69%,14%,17%,2.1,3.7,3.8,7,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Eastman,Chemical Manufacturing,19 office locations,10000+ Employees,1.8K,1.7K,23,221,618,https://www.eastman.com/,Company - Public (EMN),$5 to $10 billion (USD),"Kingsport, TN",1920,81%,3%,17%,3,3.7,3.8,12,1,1,1,1,1,1,1,1,1,1,0,1,1,6,0,1,1,1,1,1,0,1,0,7,1,1,0,0,1,0,1,1,1,1,5,1,1,1,1,0,1,5,1,0,1,1,0,0,1,0,1,0,0,5,1,1,1,1,1
Ace Hardware,Home Centers & Hardware Stores,,1001 to 5000 Employees,1.6K,1.8K,231,214,272,https://www.acehardware.com/,Company - Private,$5 to $10 billion (USD),"Oak Brook, IL",1924,70%,10%,20%,2.1,2.9,3.8,7,1,1,0,1,1,0,1,0,1,0,0,0,1,3,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,1,4,1,1,1,0,0,1,4,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
Gap,"Department, Clothing, & Shoe Stores",11 office locations,10000+ Employees,6.6K,10.1K,921,1.7k,1.4k,https://www.gap.com/,Company - Public,$10+ billion (USD),"San Francisco, CA",1969,71%,10%,20%,2.2,3.6,3.8,9,1,1,1,1,1,1,1,1,0,0,0,0,1,5,0,1,0,1,1,1,0,0,1,5,1,0,0,0,0,0,1,1,1,1,5,1,1,1,1,0,1,3,1,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0
"The TJX Companies, Inc.","Department, Clothing, & Shoe Stores",6 office locations,10000+ Employees,2.8K,3.5K,5.6K,764,590,https://www.jobs.tjx.com/,Company - Public (TJX),$10+ billion (USD),"Framingham, MA",1976,63%,14%,23%,2.7,3.5,3.8,9,1,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Topgolf,Sports & Recreation,46 office locations,10000+ Employees,1.7K,1.8K,388,370,213,https://www.topgolf.com/,Company - Private,Unknown / Non-Applicable,"Dallas, TX",2000,69%,14%,17%,2.1,3.7,3.8,7,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Covance,Biotech & Pharmaceuticals,28 office locations,10000+ Employees,2.3K,3.1K,1.5K,751,594,https://www.covance.com/,Company - Public,$10 to $25 million (USD),"Burlington, NC",1996,56%,20%,25%,2.8,3.5,3.8,7,1,1,1,1,0,1,0,1,0,0,1,0,0,5,0,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,3,1,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,1
The Cheesecake Factory,Casual Restaurants,,10000+ Employees,2.9K,2.8K,1.8K,566,580,https://www.thecheesecakefactory.com/,Company - Public (CAKE),$2 to $5 billion (USD),"Calabasas Hills, CA",1978,69%,12%,19%,2.2,3.7,3.8,9,1,1,1,1,1,1,0,1,0,0,1,0,1,6,1,1,0,1,1,0,0,1,1,4,1,0,0,0,0,1,1,0,1,0,3,1,0,0,0,1,1,4,1,1,1,0,0,0,0,0,1,0,0,3,0,1,1,0,1
Baylor College of Medicine,Colleges & Universities,2 office locations,5001 to 10000 Employees,864,2.9K,1.7K,122,255,https://www.bcm.edu/,College / University,$1 to $2 billion (USD),"Houston, TX",1900,64%,9%,27%,2.6,3.8,3.8,10,1,1,1,1,1,1,1,1,0,1,0,0,1,4,1,1,1,0,0,0,0,1,0,5,1,1,0,1,0,1,0,0,1,0,4,1,1,1,0,0,1,7,1,1,1,1,1,0,0,0,1,0,1,3,1,0,1,0,1
Great Clips,"Health, Beauty, & Fitness",26 office locations,10000+ Employees,2.4K,3.6K,6.3K,256,625,https://www.greatclips.com/,Company - Private,$1 to $2 billion (USD),"Minneapolis, MN",1982,66%,19%,16%,2,3,3.8,8,1,1,1,1,0,1,1,0,1,0,0,1,0,5,0,1,1,0,1,1,0,1,0,5,1,0,0,0,0,0,1,1,1,1,5,1,1,1,1,0,1,3,1,0,0,0,0,0,1,0,1,0,0,4,0,1,1,1,1
Vanderbilt University Medical Center,Health Care Services & Hospitals,7 office locations,10000+ Employees,1.3K,2.2K,1.1K,182,428,https://www.vumc.org/,Nonprofit Organization,$2 to $5 billion (USD),"Nashville, TN",1874,77%,13%,10%,2.6,3.8,3.9,12,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,4,1,1,1,0,0,1,5,1,0,1,1,0,0,1,0,1,0,0,4,0,1,1,1,1
BP,Oil & Gas Exploration & Production,25 office locations,10000+ Employees,4.3K,2.7K,460,1.2k,1.3k,https://www.bp.com/,Company - Public (BP),$10+ billion (USD),"London, United Kingdom",1908,63%,13%,24%,3.1,4.3,3.8,10,1,1,1,1,1,1,0,1,1,0,0,1,1,4,1,1,1,0,1,0,0,0,0,4,1,0,0,0,0,1,1,0,1,0,3,1,1,1,0,0,0,4,0,1,1,1,0,0,0,0,1,0,0,4,1,1,1,0,1
HSBC Holdings,Banks & Credit Unions,7 office locations,10000+ Employees,16.4K,4.8K,1.6K,3.7k,4.0k,https://www.hsbc.com/,Company - Public (HSBC),$10+ billion (USD),"London, United Kingdom",1865,64%,11%,26%,2.9,4,3.8,10,1,1,1,1,1,1,1,1,0,0,1,0,1,9,1,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1,1,1,1,0,4,1,1,1,0,0,1,6,1,0,1,0,1,0,1,0,1,0,1,4,1,1,1,0,1
Great Clips,"Health, Beauty, & Fitness",26 office locations,10000+ Employees,2.4K,3.6K,6.3K,256,625,https://www.greatclips.com/,Company - Private,$1 to $2 billion (USD),"Minneapolis, MN",1982,66%,19%,16%,2,3,3.8,8,1,1,1,1,0,1,1,0,1,0,0,1,0,5,0,1,1,0,1,1,0,1,0,5,1,0,0,0,0,0,1,1,1,1,5,1,1,1,1,0,1,3,1,0,0,0,0,0,1,0,1,0,0,4,0,1,1,1,1
Covance,Biotech & Pharmaceuticals,28 office locations,10000+ Employees,2.3K,3.1K,1.5K,751,594,https://www.covance.com/,Company - Public,$10 to $25 million (USD),"Burlington, NC",1996,56%,20%,25%,2.8,3.5,3.8,7,1,1,1,1,0,1,0,1,0,0,1,0,0,5,0,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,3,1,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,1
